Source #,Date,Time,"Time
Source","Obs
Window
(min)",Latitude,Longitude,"Location
Source",Info Source,Fire Behavior Observations,"Type
of
Fire","Residual
Fire?",SSI
TD-141,11/8/2025,2:09:00 PM,Photo,0,39.683823,-121.607416,Photo,Photo,fire up on ridge,V,,
TD-141,11/8/2025,2:10:00 PM,Photo,0,39.695215,-121.615773,Photo,Photo,"lower intensity fire front, moving south in grass and
brush; limit of fire along Clark Rd",V,,
TD-110,11/8/2025,2:11:00 PM,Photo,0,39.693195,-121.615368,Photo,TD,southern edge of fire; fire both sides of Clark Rd,V,,
TD-132,11/8/2025,2:11:00 PM,Photo,0,39.693195,-121.615368,Photo,Photo,"encounter southern edge of fire; fire both sides of Clark
Rd",O,,
TD-133,11/8/2025,2:11:00 PM,Photo,0,39.693158,-121.615411,Photo,Photo,"spot fires burning against road; southern edge of main
fire burning lower intensity in grass",V,,
TD-133,11/8/2025,2:12:00 PM,Photo,0,39.704519,-121.609577,Photo,Photo,oak woodland has burned through,V,x,
TD-110,11/8/2025,3:00:00 PM,TD-208,0,39.682207,-121.619353,TD,TD,wind shifted in afternoon and blew fire down canyon,V,,
TD-208,11/8/2025,3:17:00 PM,AVL,2,39.67945,-121.624567,AVL,TD,"flames sheeting 3 m to 4.6 m (10 ft to 15 ft); fire burned
over hood",V,,
TD-102,11/8/2025,3:25:00 PM,Photo,0,39.695654,-121.628735,Photo,Photo,"line of fire, nominally east to west",V,,
TD-210,11/8/2025,3:28:00 PM,AVL,8,39.67332,-121.624817,AVL,TD,finger of fire,V,,
TD-210,11/8/2025,3:28:00 PM,AVL,124,39.662638,-121.628727,AVL,TD,"igniting spots along west side of Clark Rd; several spots
about 15 m (50 ft) off road",S,,
TD-102,11/8/2025,3:29:00 PM,Photo,0,39.695654,-121.628735,Photo,Photo,observe short range down slope spotting,S,,
TD-102,11/8/2025,3:30:00 PM,Inferred,0,39.695572,-121.628333,Photo,TD,fire is approaching from the north,V,,
TD-102,11/8/2025,3:30:00 PM,Inferred,0,39.695572,-121.628333,Photo,TD,approximate fire line,V,,
TD-102,11/8/2025,3:40:00 PM,Photo,0,39.692556,-121.632043,Photo,Photo,fire spreading in vegetation,V,,
TD-110,11/8/2025,3:45:00 PM,Inferred,0,39.690847,-121.628419,TD,TD,fire hung up on ridge to north,V,,
TD-102,11/8/2025,3:53:00 PM,Photo,0,39.693027,-121.631477,Photo,Photo,"fire has burned vegetation in field; stumps and logs still
burning",V,,
TD-210,11/8/2025,4:14:00 PM,AVL,57,39.668315,-121.615784,AVL,TD,fire threatening structures,O,,
TD-119,11/8/2025,4:30:00 PM,Inferred,270,39.697461,-121.628272,TD,TD,"fire up on ridge, coming downhill; extreme and variable
winds; fire spotting",V,,
TD-119,11/8/2025,4:33:00 PM,Photo,0,39.692447,-121.62582,Photo,Photo,"disorganized fire front burning downhill through grass
oak woodland; minimal flame heights",V,,
TD-102,11/8/2025,4:38:00 PM,Photo,0,39.692004,-121.633525,Photo,Photo,"flames burning downhill in grass oak woodland, east
toward structure",V,,
TD-102,11/8/2025,4:39:00 PM,Photo,0,39.692606,-121.631818,Photo,TD,"large tree down, burning",V,,
TD-102,11/8/2025,4:39:00 PM,Photo,0,39.693027,-121.631477,Photo,Photo,"fire has burned vegetation in field; stumps and logs still
burning",V,x,
VTD-18,11/8/2025,4:48:00 PM,TD,0,39.690713,-121.61965,video,video,"southern end of fire on west side Clark Rd; east side
burned already south of here",V,,
VTD-18,11/8/2025,4:49:00 PM,TD,0,39.686175,-121.633755,video,video,southern edge of main fire in vegetation (estimated),V,,
TD-120,11/8/2025,4:55:00 PM,Photo,41,39.692265,-121.629073,TD,TD,shed burned,O,,
TD-120,11/8/2025,5:00:00 PM,Photo,0,39.691985,-121.628919,Photo,Photo,vegetation fire,V,,
TD-120,11/8/2025,5:00:00 PM,Photo,0,39.689585,-121.630534,Photo,Photo,disorganized fire front,V,,
TD-211,11/8/2025,5:03:00 PM,AVL,25,39.67942,-121.627067,AVL,TD,fire had already burned through Rattlesnake Flats Rd,V,x,
TD-120,11/8/2025,5:03:00 PM,Photo,0,39.693513,-121.629937,Photo,Photo,"surface fuels in area have burned through, glowing
remains, localized flaming",V,x,
TD-120,11/8/2025,5:03:00 PM,Photo,0,39.692509,-121.630674,Photo,Photo,"surface fuels in area have burned through, glowing
remains, localized flaming",V,x,
TD-102,11/8/2025,5:15:00 PM,AVL E2185,0,39.691312,-121.629354,TD,TD,fire gets very close,V,,
TD-106,11/8/2025,5:18:00 PM,VTD-01,0,39.707698,-121.677168,video,TD,"fire all around roadway driving down Neal Rd; held up
by fire whirl for a minute",V,,
VTD-01,11/8/2025,5:18:00 PM,Video,0,39.707698,-121.677168,video,Twitter,fire whirl on Neal Rd,V,,
TD-106,11/8/2025,5:30:00 PM,Inferred,23,39.691565,-121.694399,TD,TD,"fire is slope reversal, lining up with drainages",V,,
TD-121,11/8/2025,5:30:00 PM,Inferred,120,39.698313,-121.584541,TD,TD,fire is moving south quickly,O,,
TD-121,11/8/2025,5:30:00 PM,Inferred,120,39.689064,-121.593182,TD,TD,fire burning SW down ridge,V,,
TD-119,11/8/2025,5:36:00 PM,Photo,0,39.689512,-121.630477,Photo,Photo,"increased fire activity, widespread across hillside",V,,
TD-102,11/8/2025,5:40:00 PM,AVL E2185,0,39.668311,-121.636192,TD,TD,drove through fire,V,,
TD-102,11/8/2025,5:40:00 PM,Inferred,0,39.657612,-121.647394,TD,TD,fire had passed below and was burning in Cory Canyon,V,,
TD-119,11/8/2025,5:45:00 PM,TD,195,39.678369,-121.634608,TD,TD,"detached garage burned, shed damaged",O,,
TD-065,11/8/2025,5:50:00 PM,Inferred,0,39.656833,-121.646325,TD,TD,fire is burning around Butte College,V,,
TD-042,11/8/2025,6:00:00 PM,TD,30,39.664504,-121.74214,TD,TD,fire crossing Hwy 99,V,,
TD-091,11/8/2025,6:14:00 PM,AVL,13,39.674,-121.726967,AVL,TD,"both sides of Neal Rd are already burned north of pull
out",V,x,
TD-120,11/8/2025,6:23:00 PM,Photo,0,39.679162,-121.636959,TD,TD,"fire burning from the west downhill towards structures;
burning in grass",V,,
TD-120,11/8/2025,6:26:00 PM,Photo,0,39.678149,-121.638786,Photo,Photo,vegetation fire,V,,
TD-091,11/8/2025,6:27:00 PM,AVL,24,39.669583,-121.7167,TD,TD,fire coming across valley from the east,V,,
TD-120,11/8/2025,6:27:00 PM,Photo,113,39.678184,-121.639388,TD,TD,fire near structure,V,,
TD-120,11/8/2025,6:27:00 PM,Photo,0,39.678149,-121.638786,Photo,Photo,"vegetation fire, grass",V,,
TD-092,11/8/2025,6:28:00 PM,AVL,23,39.673967,-121.726883,AVL,TD,fire coming across valley from the east,V,,
TD-110,11/8/2025,6:45:00 PM,Inferred,0,39.639898,-121.628709,TD,TD,"fire jumped Durham-Pentz Rd; limited resources and
burning away from houses, so let it go for now",V,,
TD-076,11/8/2025,6:47:00 PM,Photo,0,39.637289,-121.697731,Photo,Photo,fire south of Durham-Pentz Rd,V,,
TD-071,11/8/2025,6:47:00 PM,TD-076,0,39.639288,-121.696609,Photo,TD,"fire both sides of Durham-Pentz Rd between 99 and
College",V,,
TD-076,11/8/2025,6:47:00 PM,Photo,0,39.636897,-121.700941,Photo,Photo,intense fire burning in grass,V,,
TD-069,11/8/2025,6:50:00 PM,TD-064,0,39.655188,-121.646304,Inferred,TD,Butte College; hillside catches fire,V,,
Radio Log,11/8/2025,6:50:00 PM,Radio Log,0,39.653679,-121.728297,Radio Log,Radio Log,Fire is bumping Hwy 99 between Neal Rd and Durham-Pentz Rd,V,,
TD-064,11/8/2025,7:00:00 PM,Inferred,0,39.655188,-121.646304,Inferred,TD,hillside at Butte College catches fire,V,,
TD-106,11/8/2025,7:00:00 PM,Inferred,0,39.661045,-121.735427,TD,TD,"fire heading down hill, bumping Hwy 99",V,,
TD-102,11/8/2025,7:04:00 PM,Photo,0,39.66683,-121.644068,Photo,Photo,active fire in vegetation,V,,
TD-102,11/8/2025,7:04:00 PM,Photo,0,39.665794,-121.642383,Photo,Photo,fire burning in grass on hillside above structures,V,,
TD-201,11/8/2025,7:05:00 PM,Radio Log,0,39.651152,-121.727633,Radio Log,"TD, Radio
Log","Fire jumped Hwy 99, 0.8 ha to 1.2 ha (2 ac to 3 ac); also
jumped Durham-Pentz Rd; wind driven from NE",V,,
TD-201,11/8/2025,7:05:00 PM,Radio Log,0,39.6401,-121.71011,Radio Log,Radio Log,"fire also jumped Durham-Pentz Rd into that triangle and
will be bumping Hwy 99 there as well",V,,
TD-201,11/8/2025,7:05:00 PM,AVL,0,39.658273,-121.724358,TD,TD,"fingery fire; 11 m/s to 13 m/s (25 mi/h to 30 mi/h)
winds; spotting fires in grass and jumping over Hwy 99
in at least 3 places",V,,
TD-211,11/8/2025,7:07:00 PM,AVL,0,39.6387,-121.681767,AVL,TD,"fire burning up along Durham-Pentz Rd; drove through
flames blowing onto road",V,,
TD-092,11/8/2025,7:07:00 PM,AVL,0,39.659543,-121.737382,AVL,TD,"slop over, fire burning on W side of Hwy 99",V,,
TD-091,11/8/2025,7:10:00 PM,AVL,110,39.661225,-121.744638,AVL,TD,fire slop over Hwy 99,V,,
TD-106,11/8/2025,7:10:00 PM,AVL TD-091,110,39.659543,-121.737382,AVL TD-091,TD,"fire slop over on south side Hwy 99; fire shoots through
underpass culvert",V,,
TD-211,11/8/2025,7:14:00 PM,AVL,0,39.657102,-121.740002,AVL,TD,fire burning on west side Hwy 99,V,,
TD-110,11/8/2025,7:24:00 PM,Radio Log,0,39.631947,-121.638452,Imagery,Radio Log,"fire is about to jump Clark Rd, south of Durham-Pentz
Rd",V,,
TD-102,11/8/2025,7:24:00 PM,Radio Log,0,39.630269,-121.638327,TD,TD,"advised that fire is crossing Clark Rd at the Camelot
Horse Farm; residents had evacuated animals to the
farm",V,,
TD-121,11/8/2025,7:30:00 PM,TD,0,39.681618,-121.572735,TD,TD,fire threatening neighborhood,V,,
VTD-01,11/8/2025,7:45:00 PM,Twitter,0,39.664384,-121.744302,video,Twitter,fire spotting across Hwy 99 at Neal Rd,V,,
TD-020,11/8/2025,8:00:00 PM,Inferred,0,39.692918,-121.580194,TD,TD,active fireline,V,,
TD-102,11/8/2025,8:13:00 PM,Photo,0,39.639481,-121.670731,Photo,Photo,fire burning in grass north of Durham-Pentz Rd,V,,
TD-054,11/8/2025,8:20:00 PM,Photo,0,39.651845,-121.656006,TD,TD,fire approaching ridge line,V,,
TD-120,11/8/2025,8:22:00 PM,Inferred,0,39.677156,-121.635476,TD,TD,shop fully involved,O,,
TD-120,11/8/2025,8:22:00 PM,Photo,0,39.67881,-121.635421,Photo,Photo,firing operation in grass above structure,V,,
Radio Log,11/8/2025,8:27:00 PM,Radio Log,0,39.60164,-121.662023,Radio Log,Radio Log,"fire is at Hwy 149 and Shippee Rd, about to cross
Hwy 149",V,,
TD-054,11/8/2025,8:40:00 PM,Photo,0,39.648509,-121.653927,TD,TD,"fire reaches Butte College, right up to concrete",V,,
TD-121,11/8/2025,9:00:00 PM,TD,120,39.697846,-121.574343,TD,TD,fire burned homes,R,,
TD-102,11/8/2025,9:12:00 PM,Photo,0,39.639993,-121.664305,Photo,Photo,"fire in grass burning against north side Durham-Pentz
Rd",V,,
TD-102,11/8/2025,10:00:00 PM,TD,60,39.656505,-121.65319,AVL,TD,structure burned,R,,
TD-102,11/8/2025,10:00:00 PM,TD,60,39.663508,-121.644901,AVL,TD,structure burned,R,,
Radio Log,11/8/2025,10:24:00 PM,Radio Log,0,39.60164,-121.662023,Radio Log,Radio Log,high probability of spots across Hwy 149,V,,
TD-102,11/8/2025,11:18:00 PM,Radio Log,0,39.660557,-121.652699,Radio Log,Radio Log,small fire in the corner of structure,R,,
TD-102,11/8/2025,11:29:00 PM,Inferred,66,39.660557,-121.652699,TD,TD,small fire in structure,R,,
TD-201,11/9/2025,12:31:00 AM,Radio Log,0,39.6556,-121.741876,AVL,Radio Log,fire burning in wood facility,O,,
Radio Log,11/9/2025,1:15:00 AM,Radio Log,0,39.60164,-121.662023,Radio Log,Radio Log,extent of fire; perimeter established,V,,
TD-201,11/9/2025,1:41:00 AM,Radio Log,0,39.64725,-121.66226,Radio Log,Radio Log,imminent structure threat,O,,
TD-102,11/9/2025,1:53:00 AM,Inferred,333,39.648667,-121.664614,TD,TD,low creeping fire activity,V,,
TD-102,11/9/2025,1:53:00 AM,Inferred,333,39.648667,-121.664614,TD,TD,burning woodpiles,O,,
TD-008,11/8/2025,11:08:00 AM,Radio Log,0,39.710355,-121.556751,Radio Log,Radio Log,"fire established in canyon to point where river turns
into lake",V,,
TD-108,11/8/2025,12:25:00 PM,Photo,0,39.7222,-121.551798,Photo,Photo,"southern extent of fire, burning in canyon",V,,
TD-031,11/8/2025,12:38:00 PM,Photo,0,39.732934,-121.539099,Photo,Photo,"massive gray smoke plume from main fire rising from
canyon",V,,
TD-031,11/8/2025,1:00:00 PM,AVL,11,39.743772,-121.524825,AVL,TD,Huge fire to north of Comfort Ln,V,,
TD-013,11/8/2025,1:00:00 PM,Inferred,0,39.736194,-121.540577,TD,TD,fire down in the canyons,V,,
TD-013,11/8/2025,1:00:00 PM,Inferred,300,39.720645,-121.541835,TD,TD,fire threatening structures,O,,
TD-138,11/8/2025,1:00:00 PM,Inferred,390,39.723426,-121.542672,TD,TD,low intensity fire backing down,V,,
TD-137,11/8/2025,1:53:00 PM,Photo,0,39.726779,-121.54945,Photo,Photo,"fire burning NW of the pond, beyond ridge",V,,
TD-137,11/8/2025,1:53:00 PM,Photo,0,39.729353,-121.549158,Photo,Photo,smoke rising from canyon,V,,
TD-062,11/8/2025,2:11:00 PM,AVL,445,39.728383,-121.54045,AVL,TD,fire came from NE; destroyed 5 of 7 structures,R,,
TD-140,11/8/2025,2:14:00 PM,video,0,39.741429,-121.526257,video,TD,"fire is spotting ahead of main front, south toward
Nelson Bar Rd",S,,
TD-140,11/8/2025,2:14:00 PM,Photo,0,39.740353,-121.526549,Photo,Photo,"several spot fires burning in thick brush, pines; west
side of Concow Rd",S,,
TD-140,11/8/2025,2:14:00 PM,Photo,0,39.742514,-121.525605,Photo,Photo,"large flame lengths, active fire west of Concow Rd",V,,
TD-140,11/8/2025,2:15:00 PM,Inferred,165,39.73318,-121.542777,TD,TD,"fire is burning toward the SW in the drainage north of
Nelson Bar Rd",V,,
TD-140,11/8/2025,2:15:00 PM,Inferred,165,39.730634,-121.544377,TD,TD,fire burning toward Nelson Bar Rd from drainage,V,,
TD-031,11/8/2025,2:25:00 PM,Photo,0,39.733386,-121.54197,Photo,Photo,significant smoke plume rising from general area,V,,
TD-027,11/8/2025,2:40:00 PM,Inferred,0,39.742334,-121.524345,TD,TD,fire 60 m (200 ft) from structure,V,,
TD-136,11/8/2025,2:55:00 PM,Photo,0,39.733386,-121.54197,Photo,Photo,significant smoke plume rising from general area,V,,
TD-136,11/8/2025,2:59:00 PM,Photo,0,39.730005,-121.548356,Photo,Photo,large amount of smoke coming from canyon,V,,
TD-136,11/8/2025,3:00:00 PM,Photo,7,39.724755,-121.538913,Photo,Photo,view west along fire front,V,,
TD-136,11/8/2025,3:03:00 PM,Photo,0,39.724755,-121.538913,Photo,Photo,large amount of smoke coming from canyon,V,,
TD-136,11/8/2025,3:07:00 PM,Photo,0,39.728941,-121.54879,Photo,Photo,fire burning in canyon,V,,
TD-027,11/8/2025,3:40:00 PM,video,0,39.742334,-121.524345,TD,TD,"pickup truck was burning, threatening house",O,,
TD-027,11/8/2025,3:40:00 PM,Photo,0,39.74222,-121.524139,Photo,Photo,vehicle fully involved next to structure,O,,
TD-013,11/8/2025,3:43:00 PM,AVL E2364,0,39.730535,-121.513448,AVL E2364,TD,fire threatening structures,O,,
TD-027,11/8/2025,4:00:00 PM,TD,0,39.73881,-121.526594,TD,TD,fire overruns property,R,,
TD-027,11/8/2025,4:22:00 PM,Photo,0,39.739538,-121.525511,Photo,Photo,"fire front burning through forested area; line oriented
east to west",V,,
TD-027,11/8/2025,4:30:00 PM,TD,0,39.739806,-121.526244,TD,TD,fire approaching Concow school,V,,
TD-027,11/8/2025,5:00:00 PM,Inferred,0,39.723704,-121.544424,TD,TD,"fire front approaching parallel to Nelson Bar Rd from
NW",V,,
TD-136,11/8/2025,5:00:00 PM,TD,0,39.730078,-121.537927,TD,TD,"fire approaches from the north; very intense, and fast,
lots of spot fires; burning through thick manzanita fuel",V,,
TD-136,11/8/2025,5:00:00 PM,Inferred,420,39.724929,-121.538485,TD,TD,fire on Nelson Bar Rd,V,,
TD-140,11/8/2025,5:00:00 PM,TD,0,39.723868,-121.544055,TD,TD,fire spotting across the flats,S,,
TD-137,11/8/2025,5:06:00 PM,Photo,0,39.7215,-121.547443,Photo,Photo,fire burning in drainage beyond ridge to west of pond,V,,
TD-137,11/8/2025,5:06:00 PM,Photo,0,39.721591,-121.549953,Photo,Photo,fire burning in canyon,V,,
TD-137,11/8/2025,5:12:00 PM,Photo,0,39.724355,-121.545271,Photo,Photo,fire front entering the field from the N/NW,V,,
TD-137,11/8/2025,5:12:00 PM,Photo,0,39.724404,-121.545078,Photo,Photo,low intensity line fires moving through grass,V,,
TD-137,11/8/2025,5:20:00 PM,Photo,0,39.723815,-121.543971,Photo,Photo,"fire front working through savannah down slope toward
pond",V,,
TD-137,11/8/2025,5:20:00 PM,Photo,0,39.72306,-121.543448,Photo,Photo,spot fire starts in field by the pond,S,,
TD-137,11/8/2025,5:20:00 PM,Photo,0,39.723128,-121.543394,Photo,Photo,spot fire in grass,S,,
TD-137,11/8/2025,5:20:00 PM,Photo,0,39.725463,-121.545639,Photo,Photo,main fire burning south through grass oak woodland,V,,
TD-140,11/8/2025,5:24:00 PM,video,0,39.724312,-121.542186,TD,TD,intense fire approaching structures,V,,
TD-140,11/8/2025,5:24:00 PM,Photo,0,39.726475,-121.539972,Photo,Photo,"15 m to 30 m (50 ft to 100 ft) flames burning through
forest, spreading south toward Nelson Bar Rd",V,,
TD-140,11/8/2025,5:24:00 PM,Photo,0,39.724175,-121.541637,Photo,Photo,"significant fire front burning in vegetation up to
meadows and structures",V,,
TD-140,11/8/2025,5:29:00 PM,video,0,39.724737,-121.538897,TD,TD,fire rapidly impacting structures and Nelson Bar Rd,V,,
TD-140,11/8/2025,5:29:00 PM,Photo,0,39.724796,-121.539567,Photo,Photo,"numerous short-range spot fires, intense fire front
reaching Nelson Bar Rd, threatening structures",V,,
TD-139,11/8/2025,5:30:00 PM,TD-140,30,39.727377,-121.533871,TD,TD,fire jumps Nelson Bar Rd by the school,V,,
TD-139,11/8/2025,5:30:00 PM,Inferred,210,39.709145,-121.545065,TD,TD,fire on west side of Nelson Bar Rd south of Lunt Rd,V,,
TD-137,11/8/2025,5:32:00 PM,Photo,0,39.722,-121.542103,Photo,Photo,"fire burning through field down slope closer toward
structure",V,,
TD-137,11/8/2025,5:32:00 PM,Photo,0,39.722435,-121.542043,Photo,Photo,fire burning south downhill through grass,V,,
TD-137,11/8/2025,5:52:00 PM,Photo,0,39.722562,-121.544111,Photo,Photo,fire reaches pond,V,,
TD-137,11/8/2025,5:52:00 PM,Photo,0,39.722568,-121.544233,Photo,Photo,grass fire reaches pond,V,,
TD-137,11/8/2025,6:00:00 PM,TD,84,39.721413,-121.5419,TD,TD,burn out around structures,V,,
TD-031,11/8/2025,6:30:00 PM,TD-140,30,39.727224,-121.536955,TD,TD,Fire blows over north side of Nelson Bar Rd,V,,
TD-013,11/8/2025,6:30:00 PM,Inferred,0,39.730563,-121.53087,TD,TD,"fire now up to Nelson Bar Rd and Concow school; new
goal to hold Hwy 70",V,,
TD-140,11/8/2025,6:30:00 PM,TD,0,39.736794,-121.516785,TD,TD,fire progressing south of Deadwood Rd,V,,
TD-140,11/8/2025,6:30:00 PM,Inferred,30,39.727309,-121.533655,TD,TD,fire spotting across Nelson Bar Rd,S,,
TD-140,11/8/2025,6:30:00 PM,Inferred,30,39.726214,-121.536846,TD,TD,structure is on fire,R,,
TD-137,11/8/2025,6:33:00 PM,Photo,0,39.721787,-121.542269,Photo,TD,fire approaching house,V,,
TD-137,11/8/2025,6:33:00 PM,Photo,0,39.721868,-121.542289,Photo,Photo,"fire burning through thick brush; 6 m (20 ft) flames;
embers lofting",V,,
TD-140,11/8/2025,7:15:00 PM,video,0,39.723855,-121.541314,TD,TD,"fire front has passed, spot fires around",S,,
TD-140,11/8/2025,7:15:00 PM,Photo,0,39.723829,-121.541302,Photo,Photo,"widespread scattered fires; fire front has passed
through; heavy fuels remain burning",O,,
TD-137,11/8/2025,7:30:00 PM,TD,210,39.729826,-121.525793,TD,TD,fire burning around the Concow pool,V,,
TD-138,11/8/2025,7:30:00 PM,Inferred,0,39.724681,-121.538771,TD,TD,"fire bumps Nelson Bar Rd, spotting across",V,,
TD-008,11/8/2025,8:00:00 PM,TD,0,39.726344,-121.531083,TD,TD,"Fire made significant run up from Concow, spotted
across Nelson Bar Rd and school",V,,
TD-139,11/8/2025,9:00:00 PM,TD,0,39.72428,-121.540569,TD,TD,shed has burned down,O,x,
TD-139,11/8/2025,9:00:00 PM,Inferred,540,39.716273,-121.5211,TD,TD,fire bumping along Hwy 70,V,,
TD-062,11/8/2025,10:05:00 PM,AVL,0,39.72155,-121.536683,AVL,TD,fire coming from ridge above N/NE,V,,
TD-137,11/8/2025,11:21:00 PM,Photo,0,39.729342,-121.525624,Photo,TD,heavy fire burning in vegetation around Concow pool,V,,
TD-137,11/8/2025,11:21:00 PM,Photo,0,39.729264,-121.524825,Photo,Photo,intense vegetation fire,V,,
TD-013,11/9/2025,12:00:00 AM,TD-031,0,39.707357,-121.534655,TD,TD,main fire spots south across Lunt,V,,
TD-027,11/9/2025,12:00:00 AM,Inferred,300,39.685168,-121.544534,TD,TD,fire slopped over line south of Lunt Rd,V,,
TD-136,11/9/2025,12:00:00 AM,TD,0,39.724929,-121.538485,TD,TD,fire intensity has dropped,V,,
TD-136,11/9/2025,12:00:00 AM,Inferred,470,39.722445,-121.527019,TD,TD,fire creeping toward Shuman Ln,V,,
TD-062,11/9/2025,12:01:00 AM,AVL,0,39.706703,-121.553878,TD,TD,approximate fire edge,V,,
TD-031,11/9/2025,12:07:00 AM,AVL,293,39.704378,-121.530668,AVL,TD,"main fire came jumped 6 m (20 ft) over Lunt Rd and
took off",V,,
TD-062,11/9/2025,12:47:00 AM,AVL,238,39.7044,-121.530417,AVL,TD,fire jumps line,V,,
TD-008,11/9/2025,1:28:00 AM,Radio Log,0,39.722908,-121.532174,Inferred,Radio Log,"fire is well established on the Hwy 70 side of Nelson Bar
Rd",V,,
TD-027,11/9/2025,2:00:00 AM,TD-028,120,39.739166,-121.495736,TD,TD,fire front approaching Station 36,V,,
TD-028,11/9/2025,2:19:00 AM,TD,0,39.74027,-121.496226,Photo,TD,fire threatening structure,V,,
TD-031,11/9/2025,3:29:00 AM,Photo,0,39.704142,-121.530384,Photo,Photo,firing operation,V,,
TD-008,11/9/2025,3:30:00 AM,TD-031,0,39.719866,-121.531235,TD,TD,"fire grows south of Nelson Bar Rd, fire jumps line",V,,
TD-031,11/9/2025,3:30:00 AM,Photo,0,39.704378,-121.530668,AVL,Photo,vegetation fire,V,,
TD-013,11/9/2025,3:30:00 AM,TD-031,25,39.707985,-121.535131,TD,TD,"spot fire Nelson Bar Rd/Concow Rd, spread jumped the
line; crossed Lunt Rd and drainage in 10 min, then died
on south face; winds 18 m/s to 22 m/s (40 mi/h to",V,,
